timeindex,ghi,t_air,e,tp,windspeed,t_dp,cum_temp,f_temp,f_heat,pv_power,rad_net,g,et_p,tp_ground,runoff,deep_drain,et_a,irrigation,swc,f_drought,delta_i50b,f_solar,biomass_gen,electricity_gen,water_harvest,ghi_kW
2022-01-01T10:00:00Z,318.49188,17.98889,1e-10,1e-10,1.72102,0.48337,3.80299125,0.5994445,1.0,173.8873969072,95.7122794708,9.5712279471,0.1388310959,1e-10,0.4703703704,1e-10,0.1388310959,0.6092014661,900.0,1.0,1e-10,0.0054128614,0.0014519622,0.0589024591,1e-10,0.31849188
2022-01-01T11:00:00Z,479.39014,20.77423,1e-10,1e-10,0.74802,1e-10,4.4185841667,0.7387115,1.0,253.9375346316,144.0649697418,14.4064969742,0.2019376463,1e-10,0.4703703704,1e-10,0.2019376463,0.6723080166,900.0,1.0,1e-10,0.0054460937,0.0027097557,0.0860185701,1e-10,0.47939014
2022-01-01T12:00:00Z,587.8257,22.28394,1e-10,1e-10,1.08641,1e-10,5.0970816667,0.814197,1.0,305.3842200008,176.6517177094,17.6651717709,0.2395133552,1e-10,0.4703703704,1e-10,0.2395133552,0.7098837255,900.0,1.0,1e-10,0.005482957,0.0036870071,0.1034455736,1e-10,0.5878257
2022-01-01T13:00:00Z,635.40265,22.90909,1e-10,1e-10,2.20899,1e-10,5.8016270833,0.8454545,1.0,327.308272347,190.9494082338,19.0949408234,0.2453276326,1e-10,0.4703703704,1e-10,0.2453276326,0.7156980029,900.0,1.0,1e-10,0.005521498,0.0041675158,0.1108721072,1e-10,0.63540265
2022-01-01T14:00:00Z,614.18353,23.23114,1e-10,1e-10,3.59018,1e-10,6.51959125,0.861557,1.0,316.8138412386,184.5726982732,18.4572698273,0.2358573119,1e-10,0.4703703704,1e-10,0.2358573119,0.7062276821,900.0,1.0,1e-10,0.0055610501,0.0041344721,0.1073172331,1e-10,0.61418353
2022-01-01T15:00:00Z,527.4098,22.81924,1e-10,1e-10,4.76364,2.72266,7.2203929167,0.840962,1.0,275.4820757063,158.4957022239,15.8495702224,0.206152308,1e-10,0.4703703704,1e-10,0.206152308,0.6765226783,900.0,1.0,1e-10,0.0055999284,0.0034897001,0.0933165484,1e-10,0.5274098
2022-01-01T16:00:00Z,384.07816,21.75308,1e-10,1e-10,4.93121,5.42645,7.87677125,0.787654,1.0,205.0483138003,115.4220829383,11.5422082938,0.1641881909,1e-10,0.4703703704,1e-10,0.1641881909,0.6345585612,900.0,1.0,1e-10,0.0056365872,0.0023958101,0.0694578798,1e-10,0.38407816
2022-01-01T17:00:00Z,202.34027,20.67804,1e-10,1e-10,3.83138,7.20773,8.48835625,0.733902,1.0,110.8680629076,60.8067259687,6.0806725969,0.1183107192,1e-10,0.4703703704,1e-10,0.1183107192,0.5886810895,900.0,1.0,1e-10,0.0056709589,0.0011831995,0.037555347,1e-10,0.20234027
2022-01-01T18:00:00Z,35.51271,18.72415,1e-10,1e-10,2.23517,9.70636,9.0185291667,0.6362075,1.0,19.9881743236,10.6721792225,1.0672179223,0.0556003617,1e-10,0.4703703704,1e-10,0.0556003617,0.525970732,900.0,1.0,1e-10,0.0057009238,0.000180971,0.006770776,1e-10,0.03551271
2022-01-01T19:00:00Z,1e-10,19.34549,1e-10,1e-10,1.0114,9.30774,9.57459125,0.6672745,1.0,1e-10,1e-10,1e-10,0.0335304456,1e-10,0.4703703704,1e-10,0.0335304456,0.5039008159,900.0,1.0,1e-10,0.0057325209,1e-10,1e-10,1e-10,1e-10
2022-01-01T20:00:00Z,1e-10,18.099,1e-10,1e-10,0.6954,9.08203,10.07871625,0.60495,1.0,1e-10,1e-10,1e-10,0.0233163622,1e-10,0.4703703704,1e-10,0.0233163622,0.4936867325,900.0,1.0,1e-10,0.0057613173,1e-10,1e-10,1e-10,1e-10
2022-01-01T21:00:00Z,1e-10,15.98123,1e-10,1e-10,1.43093,8.75763,10.4946008333,0.4990615,1.0,1e-10,1e-10,1e-10,0.0300734877,1e-10,0.4703703704,1e-10,0.0300734877,0.500443858,900.0,1.0,1e-10,0.0057851814,1e-10,1e-10,1e-10,1e-10
2022-01-01T22:00:00Z,1e-10,14.29623,1e-10,1e-10,1.59258,9.16061,10.8402770833,0.4148115,1.0,1e-10,1e-10,1e-10,0.0229614934,1e-10,0.4703703704,1e-10,0.0229614934,0.4933318637,900.0,1.0,1e-10,0.0058050916,1e-10,1e-10,1e-10,1e-10
2022-01-01T23:00:00Z,1e-10,13.85394,1e-10,1e-10,1.67576,8.077,11.1675245833,0.392697,1.0,1e-10,1e-10,1e-10,0.0257029368,1e-10,0.4703703704,1e-10,0.0257029368,0.4960733071,900.0,1.0,1e-10,0.005824003,1e-10,1e-10,1e-10,1e-10
2022-01-02T00:00:00Z,1e-10,13.82736,1e-10,1e-10,1.88747,6.56158,11.4936645833,0.391368,1.0,1e-10,1e-10,1e-10,0.0327553593,1e-10,0.4703703704,1e-10,0.0327553593,0.5031257296,900.0,1.0,1e-10,0.0058429114,1e-10,1e-10,1e-10,1e-10
2022-01-02T01:00:00Z,1e-10,13.44836,1e-10,1e-10,2.26778,4.62094,11.8040129167,0.372418,1.0,1e-10,1e-10,1e-10,0.0407170596,1e-10,0.4703703704,1e-10,0.0407170596,0.5110874299,900.0,1.0,1e-10,0.0058609609,1e-10,1e-10,1e-10,1e-10
2022-01-02T02:00:00Z,1e-10,12.336,1e-10,1e-10,2.55827,3.47882,12.0680129167,0.3168,1.0,1e-10,1e-10,1e-10,0.0411134236,1e-10,0.4703703704,1e-10,0.0411134236,0.5114837938,900.0,1.0,1e-10,0.0058763585,1e-10,1e-10,1e-10,1e-10
2022-01-02T03:00:00Z,1e-10,11.67227,1e-10,1e-10,2.82378,2.74231,12.3043575,0.2836135,1.0,1e-10,1e-10,1e-10,0.0417457465,1e-10,0.4703703704,1e-10,0.0417457465,0.5121161168,900.0,1.0,1e-10,0.0058901771,1e-10,1e-10,1e-10,1e-10
2022-01-02T04:00:00Z,1e-10,11.04459,1e-10,1e-10,3.03054,2.78946,12.51454875,0.2522295,1.0,1e-10,1e-10,1e-10,0.0392428096,1e-10,0.4703703704,1e-10,0.0392428096,0.5096131799,900.0,1.0,1e-10,0.0059024938,1e-10,1e-10,1e-10,1e-10
2022-01-02T05:00:00Z,1e-10,10.70734,1e-10,1e-10,3.16297,2.47861,12.7106879167,0.235367,1.0,1e-10,1e-10,1e-10,0.0391159993,1e-10,0.4703703704,1e-10,0.0391159993,0.5094863695,900.0,1.0,1e-10,0.0059140101,1e-10,1e-10,1e-10,1e-10
2022-01-02T06:00:00Z,1e-10,10.1423,1e-10,1e-10,3.20476,1.72983,12.88328375,0.207115,1.0,1e-10,1e-10,1e-10,0.0390274051,1e-10,0.4703703704,1e-10,0.0390274051,0.5093977754,900.0,1.0,1e-10,0.0059241626,1e-10,1e-10,1e-10,1e-10
2022-01-02T07:00:00Z,1e-10,9.92465,1e-10,1e-10,3.21771,1.55173,13.0468108333,0.1962325,1.0,1e-10,1e-10,1e-10,0.0385844472,1e-10,0.4703703704,1e-10,0.0385844472,0.5089548175,900.0,1.0,1e-10,0.0059337975,1e-10,1e-10,1e-10,1e-10
2022-01-02T08:00:00Z,6.95708,10.1752,1e-10,1e-10,3.19175,1.19022,13.2207775,0.20876,1.0,4.0524669794,2.0907220155,0.2090722015,0.0418819964,1e-10,0.4703703704,1e-10,0.0418819964,0.5122523667,900.0,1.0,1e-10,0.0059440647,1.21294e-05,0.001372729,1e-10,0.00695708
2022-01-02T09:00:00Z,130.96698,12.66882,1e-10,1e-10,2.72993,1.64865,13.498645,0.333441,1.0,74.5516500834,39.3578266146,3.9357826615,0.0697575874,1e-10,0.4703703704,1e-10,0.0697575874,0.5401279577,900.0,1.0,1e-10,0.0059605005,0.0003657165,0.0252535583,1e-10,0.13096698
2022-01-02T10:00:00Z,317.74875,17.0246,1e-10,1e-10,1.90837,1.1723,13.9580033333,0.55123,1.0,174.134725949,95.4889561438,9.5488956144,0.1312311008,1e-10,0.4703703704,1e-10,0.1312311008,0.6016014711,900.0,1.0,1e-10,0.0059877706,0.0014735434,0.0589862391,1e-10,0.31774875
2022-01-02T11:00:00Z,479.88028,19.49799,1e-10,1e-10,0.91427,1e-10,14.5204195833,0.6748995,1.0,255.4565144909,144.2122652291,14.4212265229,0.1950306123,1e-10,0.4703703704,1e-10,0.1950306123,0.6654009826,900.0,1.0,1e-10,0.0060213276,0.002739967,0.0865331079,1e-10,0.47988028
2022-01-02T12:00:00Z,589.94446,21.1507,1e-10,1e-10,0.45046,0.24588,15.15169875,0.757535,1.0,307.7950687024,177.2884414754,17.7288441475,0.2462725036,1e-10,0.4703703704,1e-10,0.2462725036,0.7166428739,900.0,1.0,1e-10,0.006059216,0.0038046204,0.1042622223,1e-10,0.58994446
2022-01-02T13:00:00Z,637.69525,22.5054,1e-10,1e-10,1.77642,1e-10,15.83942375,0.82527,1.0,328.9299280881,191.6383739051,19.1638373905,0.2468860007,1e-10,0.4703703704,1e-10,0.2468860007,0.717256371,900.0,1.0,1e-10,0.0061007619,0.0045110162,0.1114214254,1e-10,0.63769525
2022-01-02T14:00:00Z,615.6065,22.92682,1e-10,1e-10,3.02092,1e-10,16.5447079167,0.846341,1.0,317.8807814987,185.0003251952,18.5000325195,0.2358406074,1e-10,0.4703703704,1e-10,0.2358406074,0.7062109777,900.0,1.0,1e-10,0.0061436624,0.0044973532,0.1076786475,1e-10,0.6156065
2022-01-02T15:00:00Z,529.67084,22.5864,1e-10,1e-10,3.91794,0.38382,17.2358079167,0.82932,1.0,276.8418715505,159.1751835733,15.9175183573,0.2126989506,1e-10,0.4703703704,1e-10,0.2126989506,0.6830693209,900.0,1.0,1e-10,0.0061859909,0.0038178473,0.0937771644,1e-10,0.52967084
2022-01-02T16:00:00Z,384.50507,21.35193,1e-10,1e-10,4.52674,4.25684,17.8754716667,0.7675965,1.0,205.5865734637,115.5503767247,11.5550376725,0.1649613961,1e-10,0.4703703704,1e-10,0.1649613961,0.6353317664,900.0,1.0,1e-10,0.0062254271,0.0025815782,0.0696402094,1e-10,0.38450507
2022-01-02T17:00:00Z,203.70007,19.90103,1e-10,1e-10,4.10436,6.24026,18.45468125,0.6950515,1.0,111.9245352307,61.2153692209,6.1215369221,0.1168765518,1e-10,0.4703703704,1e-10,0.1168765518,0.5872469221,900.0,1.0,1e-10,0.0062613517,0.001245539,0.0379132155,1e-10,0.20370007
2022-01-02T18:00:00Z,36.41396,18.51599,1e-10,1e-10,2.50022,8.43674,18.9761808333,0.6257995,1.0,20.509080237,10.9430203249,1.0943020325,0.0619335781,1e-10,0.4703703704,1e-10,0.0619335781,0.5323039484,900.0,1.0,1e-10,0.006293873,0.0002015126,0.0069472272,1e-10,0.03641396
2022-01-02T19:00:00Z,1e-10,17.23657,1e-10,1e-10,1.15956,8.41013,19.44437125,0.5618285,1.0,1e-10,1e-10,1e-10,0.0319995833,1e-10,0.4703703704,1e-10,0.0319995833,0.5023699535,900.0,1.0,1e-10,0.0063232128,1e-10,1e-10,1e-10,1e-10
2022-01-02T20:00:00Z,1e-10,16.42477,1e-10,1e-10,1.43466,7.90366,19.8787366667,0.5212385,1.0,1e-10,1e-10,1e-10,0.0346628211,1e-10,0.4703703704,1e-10,0.0346628211,0.5050331914,900.0,1.0,1e-10,0.0063505544,1e-10,1e-10,1e-10,1e-10
2022-01-02T21:00:00Z,1e-10,15.64902,1e-10,1e-10,1.85946,7.30597,20.2807791667,0.482451,1.0,1e-10,1e-10,1e-10,0.0382159054,1e-10,0.4703703704,1e-10,0.0382159054,0.5085862757,900.0,1.0,1e-10,0.006375966,1e-10,1e-10,1e-10,1e-10
2022-01-02T22:00:00Z,1e-10,14.57654,1e-10,1e-10,1.85539,6.99118,20.638135,0.428827,1.0,1e-10,1e-10,1e-10,0.0343762317,1e-10,0.4703703704,1e-10,0.0343762317,0.504746602,900.0,1.0,1e-10,0.0063986379,1e-10,1e-10,1e-10,1e-10
2022-01-02T23:00:00Z,1e-10,13.9071,1e-10,1e-10,1.95106,6.25424,20.9675975,0.395355,1.0,1e-10,1e-10,1e-10,0.0347242017,1e-10,0.4703703704,1e-10,0.0347242017,0.505094572,900.0,1.0,1e-10,0.0064196111,1e-10,1e-10,1e-10,1e-10
2022-01-03T00:00:00Z,1e-10,13.04404,1e-10,1e-10,2.06551,4.70041,21.2610991667,0.352202,1.0,1e-10,1e-10,1e-10,0.0370564589,1e-10,0.4703703704,1e-10,0.0370564589,0.5074268292,900.0,1.0,1e-10,0.0064383526,1e-10,1e-10,1e-10,1e-10
2022-01-03T01:00:00Z,1e-10,13.02252,1e-10,1e-10,2.20959,3.41769,21.5537041667,0.351126,1.0,1e-10,1e-10,1e-10,0.0423213676,1e-10,0.4703703704,1e-10,0.0423213676,0.5126917378,900.0,1.0,1e-10,0.0064570909,1e-10,1e-10,1e-10,1e-10
2022-01-03T02:00:00Z,1e-10,12.71185,1e-10,1e-10,2.38335,2.40961,21.8333645833,0.3355925,1.0,1e-10,1e-10,1e-10,0.0453807371,1e-10,0.4703703704,1e-10,0.0453807371,0.5157511073,900.0,1.0,1e-10,0.0064750508,1e-10,1e-10,1e-10,1e-10
2022-01-03T03:00:00Z,1e-10,11.99875,1e-10,1e-10,2.58481,1.76566,22.0833125,0.2999375,1.0,1e-10,1e-10,1e-10,0.0453407179,1e-10,0.4703703704,1e-10,0.0453407179,0.5157110882,900.0,1.0,1e-10,0.0064911446,1e-10,1e-10,1e-10,1e-10
2022-01-03T04:00:00Z,1e-10,11.26288,1e-10,1e-10,2.76086,2.24545,22.3025991667,0.263144,1.0,1e-10,1e-10,1e-10,0.0411029992,1e-10,0.4703703704,1e-10,0.0411029992,0.5114733695,900.0,1.0,1e-10,0.0065052968,1e-10,1e-10,1e-10,1e-10
2022-01-03T05:00:00Z,1e-10,10.80603,1e-10,1e-10,2.88571,2.86804,22.5028504167,0.2403015,1.0,1e-10,1e-10,1e-10,0.0371607394,1e-10,0.4703703704,1e-10,0.0371607394,0.5075311097,900.0,1.0,1e-10,0.0065182474,1e-10,1e-10,1e-10,1e-10
2022-01-03T06:00:00Z,1e-10,10.41184,1e-10,1e-10,2.95501,2.8689,22.6866770833,0.220592,1.0,1e-10,1e-10,1e-10,0.0354149072,1e-10,0.4703703704,1e-10,0.0354149072,0.5057852775,900.0,1.0,1e-10,0.0065301582,1e-10,1e-10,1e-10,1e-10
2022-01-03T07:00:00Z,1e-10,9.80884,1e-10,1e-10,3.0654,2.22012,22.84537875,0.190442,1.0,1e-10,1e-10,1e-10,0.0351084523,1e-10,0.4703703704,1e-10,0.0351084523,0.5054788226,900.0,1.0,1e-10,0.0065404585,1e-10,1e-10,1e-10,1e-10
2022-01-03T08:00:00Z,6.7199,10.01892,1e-10,1e-10,3.14796,2.62921,23.01283375,0.200946,1.0,3.916600085,2.0194453523,0.2019445352,0.0357676624,1e-10,0.4703703704,1e-10,0.0357676624,0.5061380327,900.0,1.0,1e-10,0.0065513444,1.24295e-05,0.0013267056,1e-10,0.0067199
2022-01-03T09:00:00Z,128.83243,12.37778,1e-10,1e-10,2.73264,3.70804,23.2785745833,0.318889,1.0,73.4325017129,38.7163576825,3.8716357683,0.0607483932,1e-10,0.4703703704,1e-10,0.0607483932,0.5311187634,900.0,1.0,1e-10,0.0065686566,0.0003791599,0.024874459,1e-10,0.12883243
2022-01-03T10:00:00Z,314.31763,17.3049,1e-10,1e-10,1.74904,3.62552,23.7496120833,0.565245,1.0,172.1411586402,94.4578456605,9.445784566,0.1265098222,1e-10,0.4703703704,1e-10,0.1265098222,0.5968801925,900.0,1.0,1e-10,0.006599455,0.0016473831,0.0583109399,1e-10,0.31431763
2022-01-03T11:00:00Z,472.81253,20.04279,1e-10,1e-10,0.64822,2.1817,24.3347283333,0.7021395,1.0,251.3753487653,142.0882849781,14.2088284978,0.1958113527,1e-10,0.4703703704,1e-10,0.1958113527,0.6661817229,900.0,1.0,1e-10,0.0066379121,0.0030961711,0.0851506576,1e-10,0.47281253
2022-01-03T12:00:00Z,582.2758,21.8385,1e-10,1e-10,0.64356,2.99683,24.9946658333,0.791925,1.0,303.2509541944,174.9838774498,17.498387745,0.2390923187,1e-10,0.4703703704,1e-10,0.2390923187,0.7094626889,900.0,1.0,1e-10,0.0066815539,0.0043288381,0.1027229531,1e-10,0.5822758
2022-01-03T13:00:00Z,623.27515,22.66992,1e-10,1e-10,2.04366,2.06427,25.6892458333,0.833496,1.0,321.8630255929,187.3048862156,18.7304886216,0.2377562981,1e-10,0.4703703704,1e-10,0.2377562981,0.7081266684,900.0,1.0,1e-10,0.0067277944,0.0049106289,0.1090275893,1e-10,0.62327515
2022-01-03T14:00:00Z,605.0286,22.93503,1e-10,1e-10,3.31377,2.08524,26.3948720833,0.8467515,1.0,312.824577781,181.8214845886,18.1821484589,0.2271301301,1e-10,0.4703703704,1e-10,0.2271301301,0.6975005004,900.0,1.0,1e-10,0.0067750956,0.0048767262,0.1059659136,1e-10,0.6050286
2022-01-03T15:00:00Z,506.66504,22.0416,1e-10,1e-10,4.17942,2.9165,27.0632720833,0.80208,1.0,266.1500819192,152.2615455896,15.226154559,0.1956113502,1e-10,0.4703703704,1e-10,0.1956113502,0.6659817205,900.0,1.0,1e-10,0.0068202058,0.0038941904,0.0901554373,1e-10,0.50666504
2022-01-03T16:00:00Z,372.58316,21.18552,1e-10,1e-10,4.51649,3.9556,27.6960020833,0.759276,1.0,199.6301231014,111.9676380322,11.1967638032,0.162711367,1e-10,0.4703703704,1e-10,0.162711367,0.6330817373,900.0,1.0,1e-10,0.0068631834,0.002727907,0.0676225268,1e-10,0.37258316
2022-01-03T17:00:00Z,198.26091,19.92761,1e-10,1e-10,3.49588,5.93509,28.2763191667,0.6963805,1.0,108.9951165052,59.580808233,5.9580808233,0.1158002588,1e-10,0.4703703704,1e-10,0.1158002588,0.586170629,900.0,1.0,1e-10,0.0069028371,0.0013390364,0.0369209069,1e-10,0.19826091
2022-01-03T18:00:00Z,36.55629,18.16037,1e-10,1e-10,1.79201,8.824,28.78300125,0.6080185,1.0,20.6159615333,10.9857929342,1.0985792934,0.0520621641,1e-10,0.4703703704,1e-10,0.0520621641,0.5224325344,900.0,1.0,1e-10,0.0069376453,0.0002166567,0.0069834321,1e-10,0.03655629
2022-01-03T19:00:00Z,1e-10,17.46246,1e-10,1e-10,0.91814,8.36252,29.26060375,0.573123,1.0,1e-10,1e-10,1e-10,0.0282946836,1e-10,0.4703703704,1e-10,0.0282946836,0.4986650539,900.0,1.0,1e-10,0.0069706152,1e-10,1e-10,1e-10,1e-10
2022-01-03T20:00:00Z,1e-10,16.23306,1e-10,1e-10,1.70971,7.83121,29.68698125,0.511653,1.0,1e-10,1e-10,1e-10,0.0374509941,1e-10,0.4703703704,1e-10,0.0374509941,0.5078213644,900.0,1.0,1e-10,0.0070001803,1e-10,1e-10,1e-10,1e-10
2022-01-03T21:00:00Z,1e-10,15.1998,1e-10,1e-10,2.01358,7.02045,30.07030625,0.45999,1.0,1e-10,1e-10,1e-10,0.038554224,1e-10,0.4703703704,1e-10,0.038554224,0.5089245943,900.0,1.0,1e-10,0.0070268664,1e-10,1e-10,1e-10,1e-10
2022-01-03T22:00:00Z,1e-10,14.32535,1e-10,1e-10,2.04911,6.14551,30.4171958333,0.4162675,1.0,1e-10,1e-10,1e-10,0.0378542396,1e-10,0.4703703704,1e-10,0.0378542396,0.5082246099,900.0,1.0,1e-10,0.0070511029,1e-10,1e-10,1e-10,1e-10
2022-01-03T23:00:00Z,1e-10,14.45505,1e-10,1e-10,2.17991,5.11298,30.7694895833,0.4227525,1.0,1e-10,1e-10,1e-10,0.043184605,1e-10,0.4703703704,1e-10,0.043184605,0.5135549752,900.0,1.0,1e-10,0.007075802,1e-10,1e-10,1e-10,1e-10
2022-01-04T00:00:00Z,1e-10,13.80206,1e-10,1e-10,2.37328,4.03067,31.0945754167,0.390103,1.0,1e-10,1e-10,1e-10,0.0452490414,1e-10,0.4703703704,1e-10,0.0452490414,0.5156194117,900.0,1.0,1e-10,0.0070986697,1e-10,1e-10,1e-10,1e-10
2022-01-04T01:00:00Z,1e-10,13.0434,1e-10,1e-10,2.68089,4.12497,31.3880504167,0.35217,1.0,1e-10,1e-10,1e-10,0.0430951803,1e-10,0.4703703704,1e-10,0.0430951803,0.5134655506,900.0,1.0,1e-10,0.0071193767,1e-10,1e-10,1e-10,1e-10
2022-01-04T02:00:00Z,1e-10,12.06204,1e-10,1e-10,2.84563,4.02893,31.6406354167,0.303102,1.0,1e-10,1e-10,1e-10,0.0391681046,1e-10,0.4703703704,1e-10,0.0391681046,0.5095384749,900.0,1.0,1e-10,0.0071372467,1e-10,1e-10,1e-10,1e-10
2022-01-04T03:00:00Z,1e-10,11.32364,1e-10,1e-10,2.90389,3.69757,31.86245375,0.266182,1.0,1e-10,1e-10,1e-10,0.0368126676,1e-10,0.4703703704,1e-10,0.0368126676,0.5071830379,900.0,1.0,1e-10,0.0071529766,1e-10,1e-10,1e-10,1e-10
2022-01-04T04:00:00Z,1e-10,10.68457,1e-10,1e-10,3.03635,3.5657,32.0576441667,0.2342285,1.0,1e-10,1e-10,1e-10,0.0344706488,1e-10,0.4703703704,1e-10,0.0344706488,0.5048410191,900.0,1.0,1e-10,0.0071668468,1e-10,1e-10,1e-10,1e-10
2022-01-04T05:00:00Z,1e-10,10.41501,1e-10,1e-10,3.18838,3.25311,32.2416029167,0.2207505,1.0,1e-10,1e-10,1e-10,0.0347553873,1e-10,0.4703703704,1e-10,0.0347553873,0.5051257576,900.0,1.0,1e-10,0.0071799432,1e-10,1e-10,1e-10,1e-10
2022-01-04T06:00:00Z,1e-10,10.06509,1e-10,1e-10,3.29462,2.76108,32.4109816667,0.2032545,1.0,1e-10,1e-10,1e-10,0.0351216689,1e-10,0.4703703704,1e-10,0.0351216689,0.5054920392,900.0,1.0,1e-10,0.0071920227,1e-10,1e-10,1e-10,1e-10
2022-01-04T07:00:00Z,1e-10,10.0708,1e-10,1e-10,3.37888,2.47336,32.5805983333,0.20354,1.0,1e-10,1e-10,1e-10,0.0364860556,1e-10,0.4703703704,1e-10,0.0364860556,0.5068564259,900.0,1.0,1e-10,0.0072041393,1e-10,1e-10,1e-10,1e-10
2022-01-04T08:00:00Z,6.37205,9.79745,1e-10,1e-10,3.39926,2.26031,32.7388254167,0.1898725,1.0,3.7169418167,1.9149104536,0.1914910454,0.0366431138,1e-10,0.4703703704,1e-10,0.0366431138,0.5070134841,900.0,1.0,1e-10,0.0072154606,1.22655e-05,0.0012590735,1e-10,0.00637205
2022-01-04T09:00:00Z,123.93087,12.11771,1e-10,1e-10,2.86162,2.49692,32.99373,0.3058855,1.0,70.7452763975,37.243354727,3.7243354727,0.0628860349,1e-10,0.4703703704,1e-10,0.0628860349,0.5332564052,900.0,1.0,1e-10,0.0072337364,0.000385285,0.0239641907,1e-10,0.12393087
2022-01-04T10:00:00Z,304.59354,16.99234,1e-10,1e-10,2.01321,2.07651,33.4517441667,0.549617,1.0,167.2063843998,91.5355896215,9.1535589622,0.1258010087,1e-10,0.4703703704,1e-10,0.1258010087,0.596171379,900.0,1.0,1e-10,0.0072666899,0.0017092223,0.0566393389,1e-10,0.30459354
2022-01-04T11:00:00Z,465.33368,20.1788,1e-10,1e-10,1.02243,1.02081,34.0425275,0.70894,1.0,247.4937699324,139.8407621171,13.9840762117,0.1912620097,1e-10,0.4703703704,1e-10,0.1912620097,0.6616323799,900.0,1.0,1e-10,0.007309416,0.0033879557,0.0838358151,1e-10,0.46533368
2022-01-04T12:00:00Z,572.53595,21.72018,1e-10,1e-10,0.62799,2.01364,34.697535,0.786009,1.0,298.6820853225,172.0568852602,17.205688526,0.2366066348,1e-10,0.4703703704,1e-10,0.2366066348,0.7069770051,900.0,1.0,1e-10,0.0073570784,0.004651754,0.1011752986,1e-10,0.57253595
2022-01-04T13:00:00Z,595.0832,22.59271,1e-10,1e-10,1.71707,2.34805,35.3888979167,0.8296355,1.0,308.491290883,178.8327210941,17.8832721094,0.2327377347,1e-10,0.4703703704,1e-10,0.2327377347,0.7031081049,900.0,1.0,1e-10,0.0074077208,0.0051384329,0.10449806,1e-10,0.5950832
